city;datetime;CO;NO2;O3;PM10;PM2.5;SO2;temperature_c;humidity_percent;pressure_hpa;wind_speed_kmh;wind_direction_deg;precipitation_mm;C6H6;NMHC;NOx;air_quality_good;year;month
UCI_Dataset;30/03/04 06:00;1.1;98.0;;;;;11.3;40.3;;;;;5.3;86.0;111.0;False;2004;3
UCI_Dataset;30/03/04 07:00;2.6;115.0;;;;;11.9;38.4;;;;;13.4;294.0;191.0;False;2004;3
UCI_Dataset;30/03/04 08:00;4.0;130.0;;;;;13.3;35.6;;;;;23.8;664.0;244.0;False;2004;3
UCI_Dataset;30/03/04 09:00;4.2;150.0;;;;;16.3;28.8;;;;;21.5;695.0;283.0;False;2004;3
UCI_Dataset;30/03/04 10:00;4.7;159.0;;;;;17.9;28.2;;;;;21.0;735.0;320.0;False;2004;3
UCI_Dataset;30/03/04 11:00;3.9;146.0;;;;;18.3;26.6;;;;;18.4;649.0;249.0;False;2004;3
UCI_Dataset;30/03/04 12:00;3.7;138.0;;;;;20.8;22.5;;;;;18.9;586.0;219.0;False;2004;3
UCI_Dataset;30/03/04 13:00;3.4;128.0;;;;;22.4;20.0;;;;;17.1;546.0;200.0;False;2004;3
UCI_Dataset;30/03/04 14:00;2.2;97.0;;;;;20.9;21.7;;;;;10.4;245.0;138.0;False;2004;3
UCI_Dataset;30/03/04 15:00;1.9;91.0;;;;;19.1;26.5;;;;;8.0;178.0;118.0;False;2004;3
UCI_Dataset;30/03/04 16:00;1.6;81.0;;;;;18.1;30.6;;;;;6.2;130.0;99.0;False;2004;3
UCI_Dataset;30/03/04 17:00;2.1;99.0;;;;;17.3;34.7;;;;;9.7;151.0;112.0;False;2004;3
UCI_Dataset;30/03/04 18:00;2.2;101.0;;;;;15.8;40.4;;;;;9.6;272.0;117.0;False;2004;3
UCI_Dataset;30/03/04 19:00;2.7;106.0;;;;;15.9;42.0;;;;;11.9;301.0;129.0;False;2004;3
UCI_Dataset;30/03/04 20:00;2.4;102.0;;;;;15.9;43.5;;;;;8.7;237.0;132.0;False;2004;3
UCI_Dataset;30/03/04 21:00;1.3;84.0;;;;;15.0;46.1;;;;;4.7;95.0;73.0;True;2004;3
UCI_Dataset;30/03/04 22:00;1.2;81.0;;;;;15.1;44.6;;;;;3.8;68.0;68.0;True;2004;3
UCI_Dataset;30/03/04 23:00;1.5;91.0;;;;;14.9;43.5;;;;;4.7;101.0;80.0;True;2004;3
UCI_Dataset;31/03/04 00:00;1.3;82.0;;;;;14.8;41.0;;;;;3.8;81.0;68.0;True;2004;3
UCI_Dataset;31/03/04 01:00;1.0;64.0;;;;;14.8;40.8;;;;;2.7;50.0;44.0;True;2004;3
UCI_Dataset;31/03/04 02:00;0.9;70.0;;;;;14.8;40.8;;;;;2.8;66.0;47.0;True;2004;3
UCI_Dataset;31/03/04 03:00;0.5;;;;;;14.199999999999998;36.1;;;;;1.0;22.0;;True;2004;3
UCI_Dataset;31/03/04 04:00;0.5;26.0;;;;;14.5;36.1;;;;;0.8;18.0;15.0;True;2004;3
UCI_Dataset;31/03/04 05:00;0.6;58.0;;;;;14.6;36.0;;;;;1.5;31.0;44.0;True;2004;3
UCI_Dataset;31/03/04 06:00;1.0;93.0;;;;;14.4;38.5;;;;;3.5;57.0;85.0;True;2004;3
UCI_Dataset;31/03/04 07:00;3.1;110.0;;;;;13.8;58.2;;;;;15.6;342.0;207.0;False;2004;3
UCI_Dataset;31/03/04 08:00;4.1;115.0;;;;;13.2;61.1;;;;;19.9;644.0;230.0;False;2004;3
UCI_Dataset;31/03/04 09:00;2.2;125.0;;;;;10.4;74.4;;;;;8.6;216.0;181.0;False;2004;3
UCI_Dataset;31/03/04 10:00;1.7;118.0;;;;;11.5;71.0;;;;;6.5;117.0;144.0;False;2004;3
UCI_Dataset;31/03/04 11:00;1.9;109.0;;;;;12.2;70.0;;;;;7.7;156.0;140.0;False;2004;3
UCI_Dataset;31/03/04 12:00;2.9;123.0;;;;;12.3;73.3;;;;;11.3;332.0;204.0;False;2004;3
UCI_Dataset;31/03/04 13:00;2.2;114.0;;;;;11.3;78.1;;;;;9.1;232.0;149.0;False;2004;3
UCI_Dataset;31/03/04 14:00;2.6;114.0;;;;;13.6;69.2;;;;;11.2;295.0;171.0;False;2004;3
UCI_Dataset;31/03/04 15:00;3.1;119.0;;;;;14.9;59.3;;;;;13.5;386.0;195.0;False;2004;3
UCI_Dataset;31/03/04 16:00;2.3;111.0;;;;;15.7;50.9;;;;;10.1;278.0;152.0;False;2004;3
UCI_Dataset;31/03/04 17:00;2.4;103.0;;;;;15.2;52.9;;;;;11.3;263.0;128.0;False;2004;3
UCI_Dataset;31/03/04 18:00;2.8;103.0;;;;;15.5;50.8;;;;;11.8;322.0;121.0;False;2004;3
UCI_Dataset;31/03/04 19:00;2.7;107.0;;;;;14.3;52.9;;;;;11.5;226.0;142.0;False;2004;3
UCI_Dataset;31/03/04 20:00;2.3;105.0;;;;;13.2;56.0;;;;;9.3;221.0;131.0;False;2004;3
UCI_Dataset;31/03/04 21:00;1.5;91.0;;;;;12.6;57.0;;;;;5.5;109.0;81.0;False;2004;3
UCI_Dataset;31/03/04 22:00;1.4;79.0;;;;;12.3;57.8;;;;;5.1;105.0;60.0;False;2004;3
UCI_Dataset;31/03/04 23:00;1.2;79.0;;;;;12.0;58.4;;;;;4.8;84.0;57.0;True;2004;3
UCI_Dataset;01/04/04 00:00;1.6;86.0;;;;;12.0;61.6;;;;;6.3;106.0;96.0;False;2004;4
UCI_Dataset;01/04/04 01:00;1.2;70.0;;;;;11.5;63.9;;;;;5.1;100.0;85.0;False;2004;4
UCI_Dataset;01/04/04 02:00;1.1;55.0;;;;;10.7;67.2;;;;;4.1;71.0;50.0;True;2004;4
UCI_Dataset;01/04/04 03:00;0.9;;;;;;9.0;73.1;;;;;4.0;72.0;;True;2004;4
UCI_Dataset;01/04/04 04:00;0.7;49.0;;;;;10.2;66.6;;;;;2.4;44.0;57.0;True;2004;4
UCI_Dataset;01/04/04 05:00;0.9;50.0;;;;;11.0;63.7;;;;;2.9;45.0;64.0;True;2004;4
UCI_Dataset;01/04/04 06:00;1.7;67.0;;;;;9.6;68.8;;;;;7.4;134.0;153.0;False;2004;4
UCI_Dataset;01/04/04 07:00;4.2;94.0;;;;;9.5;69.6;;;;;19.8;505.0;342.0;False;2004;4
UCI_Dataset;01/04/04 08:00;6.2;119.0;;;;;11.9;60.9;;;;;31.9;1042.0;378.0;False;2004;4
UCI_Dataset;01/04/04 09:00;4.6;139.0;;;;;16.2;48.6;;;;;21.0;737.0;304.0;False;2004;4
UCI_Dataset;01/04/04 10:00;2.8;113.0;;;;;19.2;39.6;;;;;11.7;375.0;192.0;False;2004;4
UCI_Dataset;01/04/04 11:00;1.6;88.0;;;;;19.7;38.4;;;;;6.8;124.0;130.0;False;2004;4
UCI_Dataset;01/04/04 12:00;1.7;73.0;;;;;20.6;36.7;;;;;7.4;137.0;106.0;False;2004;4
UCI_Dataset;01/04/04 13:00;1.7;73.0;;;;;21.8;33.9;;;;;8.6;179.0;102.0;False;2004;4
UCI_Dataset;01/04/04 14:00;1.7;72.0;;;;;;;;;;;;222.0;99.0;True;2004;4
UCI_Dataset;01/04/04 15:00;1.9;81.0;;;;;;;;;;;;197.0;108.0;True;2004;4
UCI_Dataset;01/04/04 16:00;2.3;93.0;;;;;;;;;;;;319.0;131.0;True;2004;4
UCI_Dataset;01/04/04 17:00;3.3;106.0;;;;;23.6;27.5;;;;;16.4;388.0;163.0;False;2004;4
UCI_Dataset;01/04/04 18:00;4.2;132.0;;;;;22.8;32.1;;;;;21.2;589.0;211.0;False;2004;4
UCI_Dataset;01/04/04 19:00;5.5;164.0;;;;;20.8;36.7;;;;;25.0;840.0;267.0;False;2004;4
UCI_Dataset;01/04/04 20:00;4.9;161.0;;;;;18.3;40.9;;;;;20.2;655.0;269.0;False;2004;4
UCI_Dataset;01/04/04 21:00;2.5;124.0;;;;;16.8;44.0;;;;;10.8;254.0;154.0;False;2004;4
UCI_Dataset;01/04/04 22:00;2.0;113.0;;;;;15.8;48.0;;;;;9.9;188.0;127.0;False;2004;4
UCI_Dataset;01/04/04 23:00;2.0;103.0;;;;;14.9;52.0;;;;;8.5;120.0;122.0;False;2004;4
UCI_Dataset;02/04/04 00:00;2.0;104.0;;;;;14.1;54.4;;;;;8.0;157.0;126.0;False;2004;4
UCI_Dataset;02/04/04 01:00;1.3;93.0;;;;;13.3;58.8;;;;;5.6;88.0;84.0;False;2004;4
UCI_Dataset;02/04/04 02:00;1.0;60.0;;;;;13.3;60.9;;;;;3.2;68.0;58.0;True;2004;4
UCI_Dataset;02/04/04 03:00;0.9;;;;;;11.800000000000002;64.3;;;;;3.3;57.0;;True;2004;4
UCI_Dataset;02/04/04 04:00;;52.0;;;;;11.2;65.9;;;;;2.8;36.0;37.0;True;2004;4
UCI_Dataset;02/04/04 05:00;0.7;66.0;;;;;11.3;72.9;;;;;2.6;51.0;56.0;True;2004;4
UCI_Dataset;02/04/04 06:00;1.1;82.0;;;;;11.4;71.8;;;;;4.3;93.0;91.0;True;2004;4
UCI_Dataset;02/04/04 07:00;2.6;109.0;;;;;11.9;73.7;;;;;13.0;284.0;159.0;False;2004;4
UCI_Dataset;02/04/04 08:00;3.9;114.0;;;;;12.6;70.2;;;;;20.3;486.0;190.0;False;2004;4
UCI_Dataset;02/04/04 09:00;5.0;139.0;;;;;13.6;65.3;;;;;20.7;798.0;249.0;False;2004;4
UCI_Dataset;02/04/04 10:00;3.3;127.0;;;;;16.9;52.3;;;;;15.9;524.0;196.0;False;2004;4
UCI_Dataset;02/04/04 11:00;2.9;127.0;;;;;19.4;44.1;;;;;14.2;468.0;180.0;False;2004;4
UCI_Dataset;02/04/04 12:00;3.1;135.0;;;;;22.9;33.8;;;;;15.9;454.0;167.0;False;2004;4
UCI_Dataset;02/04/04 13:00;3.0;130.0;;;;;23.6;31.3;;;;;16.1;461.0;159.0;False;2004;4
UCI_Dataset;02/04/04 14:00;2.7;126.0;;;;;24.7;30.5;;;;;14.7;391.0;152.0;False;2004;4
UCI_Dataset;02/04/04 15:00;2.7;121.0;;;;;26.1;27.3;;;;;14.0;337.0;149.0;False;2004;4
UCI_Dataset;02/04/04 16:00;2.6;122.0;;;;;27.6;22.8;;;;;13.6;297.0;143.0;False;2004;4
UCI_Dataset;02/04/04 17:00;3.7;138.0;;;;;26.9;22.3;;;;;19.7;588.0;185.0;False;2004;4
UCI_Dataset;02/04/04 18:00;4.5;165.0;;;;;24.3;30.1;;;;;23.3;721.0;223.0;False;2004;4
UCI_Dataset;02/04/04 19:00;4.7;154.0;;;;;21.2;40.1;;;;;24.1;710.0;215.0;False;2004;4
UCI_Dataset;02/04/04 20:00;5.5;168.0;;;;;19.4;42.5;;;;;25.4;787.0;271.0;False;2004;4
UCI_Dataset;02/04/04 21:00;3.0;146.0;;;;;18.5;43.0;;;;;14.1;415.0;180.0;False;2004;4
UCI_Dataset;02/04/04 22:00;1.9;124.0;;;;;17.8;47.0;;;;;10.1;245.0;115.0;False;2004;4
UCI_Dataset;02/04/04 23:00;2.3;124.0;;;;;16.8;53.2;;;;;12.1;294.0;149.0;False;2004;4
UCI_Dataset;03/04/04 00:00;1.6;106.0;;;;;17.1;51.8;;;;;9.0;139.0;98.0;False;2004;4
UCI_Dataset;03/04/04 01:00;1.3;88.0;;;;;16.2;54.2;;;;;6.3;98.0;73.0;False;2004;4
UCI_Dataset;03/04/04 02:00;1.2;83.0;;;;;15.1;58.2;;;;;5.3;88.0;69.0;False;2004;4
UCI_Dataset;03/04/04 03:00;0.9;;;;;;15.1;57.6;;;;;3.8;66.0;;True;2004;4
UCI_Dataset;03/04/04 04:00;0.8;74.0;;;;;14.5;58.0;;;;;3.0;57.0;60.0;True;2004;4
UCI_Dataset;03/04/04 05:00;0.8;64.0;;;;;13.7;61.6;;;;;3.3;57.0;56.0;True;2004;4
UCI_Dataset;03/04/04 06:00;0.9;69.0;;;;;13.9;59.6;;;;;3.5;60.0;73.0;True;2004;4
UCI_Dataset;03/04/04 07:00;2.0;91.0;;;;;13.3;61.7;;;;;9.5;200.0;159.0;False;2004;4
UCI_Dataset;03/04/04 08:00;3.0;96.0;;;;;15.1;55.8;;;;;15.2;451.0;203.0;False;2004;4
UCI_Dataset;03/04/04 09:00;3.1;106.0;;;;;17.0;50.5;;;;;14.3;422.0;211.0;False;2004;4
UCI_Dataset;03/04/04 10:00;;;;;;;19.7;43.3;;;;;11.2;;;False;2004;4
UCI_Dataset;03/04/04 11:00;;;;;;;20.7;41.7;;;;;11.4;;;False;2004;4
UCI_Dataset;03/04/04 12:00;;;;;;;23.3;35.8;;;;;13.4;;;False;2004;4
UCI_Dataset;03/04/04 13:00;;;;;;;23.8;30.5;;;;;10.6;;;False;2004;4
UCI_Dataset;03/04/04 14:00;;;;;;;24.8;27.0;;;;;10.8;;;False;2004;4
UCI_Dataset;03/04/04 15:00;;;;;;;25.0;27.5;;;;;11.9;;;False;2004;4
UCI_Dataset;03/04/04 16:00;;;;;;;25.8;26.5;;;;;13.5;;;False;2004;4
UCI_Dataset;03/04/04 17:00;;;;;;;25.1;27.1;;;;;15.2;;;False;2004;4
UCI_Dataset;03/04/04 18:00;;;;;;;23.7;28.6;;;;;17.1;;;False;2004;4
UCI_Dataset;03/04/04 19:00;;;;;;;22.1;36.8;;;;;26.7;;;False;2004;4
UCI_Dataset;03/04/04 20:00;;;;;;;19.9;47.5;;;;;14.2;;;False;2004;4
UCI_Dataset;03/04/04 21:00;;;;;;;18.7;50.4;;;;;8.5;;;False;2004;4
UCI_Dataset;03/04/04 22:00;;;;;;;18.1;51.3;;;;;14.3;;;False;2004;4
UCI_Dataset;03/04/04 23:00;;;;;;;17.5;53.8;;;;;9.3;;;False;2004;4
UCI_Dataset;04/04/04 00:00;;;;;;;16.7;56.5;;;;;7.8;;;False;2004;4
UCI_Dataset;04/04/04 01:00;;;;;;;15.9;59.2;;;;;6.7;;;False;2004;4
UCI_Dataset;04/04/04 02:00;;;;;;;15.2;62.4;;;;;5.4;;;False;2004;4
UCI_Dataset;04/04/04 03:00;;;;;;;14.7;65.0;;;;;5.6;;;False;2004;4
UCI_Dataset;04/04/04 04:00;;;;;;;14.3;65.3;;;;;3.5;;;True;2004;4
UCI_Dataset;04/04/04 05:00;;;;;;;13.7;66.5;;;;;3.0;;;True;2004;4
UCI_Dataset;04/04/04 06:00;;;;;;;12.9;69.1;;;;;4.4;;;True;2004;4
UCI_Dataset;04/04/04 07:00;;;;;;;13.7;64.8;;;;;3.5;;;True;2004;4
UCI_Dataset;04/04/04 08:00;;;;;;;15.3;59.0;;;;;4.2;;;True;2004;4
UCI_Dataset;04/04/04 09:00;;;;;;;18.1;49.8;;;;;8.0;;;False;2004;4
UCI_Dataset;04/04/04 10:00;;;;;;;21.5;40.7;;;;;9.0;;;False;2004;4
UCI_Dataset;04/04/04 11:00;;;;;;;23.3;37.1;;;;;8.1;;;False;2004;4
UCI_Dataset;04/04/04 12:00;;;;;;;25.1;33.8;;;;;8.6;;;False;2004;4
UCI_Dataset;04/04/04 13:00;;;;;;;25.6;32.1;;;;;7.1;;;False;2004;4
UCI_Dataset;04/04/04 14:00;;;;;;;25.8;31.1;;;;;5.6;;;False;2004;4
UCI_Dataset;04/04/04 15:00;;;;;;;26.1;30.8;;;;;10.0;;;False;2004;4
UCI_Dataset;04/04/04 16:00;;;;;;;24.4;36.0;;;;;10.5;;;False;2004;4
UCI_Dataset;04/04/04 17:00;;;;;;;23.0;36.2;;;;;10.1;;;False;2004;4
UCI_Dataset;04/04/04 18:00;;;;;;;22.1;39.3;;;;;10.0;;;False;2004;4
UCI_Dataset;04/04/04 19:00;;;;;;;19.8;44.6;;;;;13.0;;;False;2004;4
UCI_Dataset;04/04/04 20:00;;;;;;;18.5;48.9;;;;;10.5;;;False;2004;4
UCI_Dataset;04/04/04 21:00;;;;;;;16.6;56.1;;;;;5.2;;;False;2004;4
UCI_Dataset;04/04/04 22:00;;;;;;;15.8;58.8;;;;;6.9;;;False;2004;4
UCI_Dataset;04/04/04 23:00;;;;;;;15.3;60.8;;;;;6.4;;;False;2004;4
UCI_Dataset;05/04/04 00:00;;;;;;;14.7;64.4;;;;;4.7;;;True;2004;4
UCI_Dataset;05/04/04 01:00;;;;;;;14.8;63.3;;;;;2.4;;;True;2004;4
UCI_Dataset;05/04/04 02:00;;;;;;;15.0;61.5;;;;;2.2;;;True;2004;4
UCI_Dataset;05/04/04 03:00;;;;;;;15.5;56.9;;;;;1.1;;;True;2004;4
UCI_Dataset;05/04/04 04:00;;;;;;;16.0;54.0;;;;;0.9;;;True;2004;4
UCI_Dataset;05/04/04 05:00;;;;;;;13.5;63.9;;;;;3.1;;;True;2004;4
UCI_Dataset;05/04/04 06:00;;;;;;;12.9;65.3;;;;;6.2;;;False;2004;4
UCI_Dataset;05/04/04 07:00;;;;;;;13.4;62.5;;;;;13.2;;;False;2004;4
UCI_Dataset;05/04/04 08:00;;;;;;;14.5;58.8;;;;;25.8;;;False;2004;4
UCI_Dataset;05/04/04 09:00;;;;;;;15.3;56.7;;;;;18.2;;;False;2004;4
UCI_Dataset;05/04/04 10:00;3.1;124.0;;;;;15.6;57.4;;;;;14.3;424.0;236.0;False;2004;4
UCI_Dataset;05/04/04 11:00;3.0;121.0;;;;;16.6;55.2;;;;;13.7;339.0;228.0;False;2004;4
UCI_Dataset;05/04/04 12:00;3.2;114.0;;;;;17.0;54.3;;;;;15.7;445.0;206.0;False;2004;4
UCI_Dataset;05/04/04 13:00;3.1;114.0;;;;;18.0;51.5;;;;;15.4;535.0;188.0;False;2004;4
UCI_Dataset;05/04/04 14:00;2.5;106.0;;;;;19.5;47.5;;;;;12.6;278.0;158.0;False;2004;4
UCI_Dataset;05/04/04 15:00;2.1;89.0;;;;;21.6;41.7;;;;;9.8;256.0;124.0;False;2004;4
UCI_Dataset;05/04/04 16:00;2.0;82.0;;;;;22.2;38.3;;;;;9.6;245.0;98.0;False;2004;4
UCI_Dataset;05/04/04 17:00;3.2;111.0;;;;;20.3;42.8;;;;;16.3;458.0;160.0;False;2004;4
UCI_Dataset;05/04/04 18:00;4.1;132.0;;;;;19.7;45.4;;;;;19.8;710.0;194.0;False;2004;4
UCI_Dataset;05/04/04 19:00;3.9;121.0;;;;;18.8;47.5;;;;;18.0;678.0;174.0;False;2004;4
UCI_Dataset;05/04/04 20:00;3.1;116.0;;;;;17.9;49.4;;;;;13.6;436.0;157.0;False;2004;4
UCI_Dataset;05/04/04 21:00;2.0;100.0;;;;;17.5;50.9;;;;;8.7;178.0;109.0;False;2004;4
UCI_Dataset;05/04/04 22:00;1.7;89.0;;;;;17.4;51.8;;;;;7.7;160.0;85.0;False;2004;4
UCI_Dataset;05/04/04 23:00;1.6;92.0;;;;;17.0;53.9;;;;;7.3;177.0;90.0;False;2004;4
UCI_Dataset;06/04/04 00:00;1.0;71.0;;;;;16.6;55.4;;;;;4.1;101.0;61.0;True;2004;4
UCI_Dataset;06/04/04 01:00;0.8;51.0;;;;;15.9;57.0;;;;;2.7;66.0;36.0;True;2004;4
UCI_Dataset;06/04/04 02:00;0.5;39.0;;;;;15.0;59.2;;;;;1.5;40.0;25.0;True;2004;4
UCI_Dataset;06/04/04 03:00;0.5;;;;;;14.5;61.4;;;;;1.9;54.0;;True;2004;4
UCI_Dataset;06/04/04 04:00;0.5;35.0;;;;;14.1;61.6;;;;;1.8;39.0;24.0;True;2004;4
UCI_Dataset;06/04/04 05:00;0.8;64.0;;;;;14.6;58.8;;;;;3.4;62.0;73.0;True;2004;4
UCI_Dataset;06/04/04 06:00;1.7;94.0;;;;;14.4;58.9;;;;;8.5;120.0;164.0;False;2004;4
UCI_Dataset;06/04/04 07:00;4.5;134.0;;;;;15.3;55.2;;;;;24.1;599.0;329.0;False;2004;4
UCI_Dataset;06/04/04 08:00;6.2;129.0;;;;;16.2;52.5;;;;;33.7;1084.0;302.0;False;2004;4
UCI_Dataset;06/04/04 09:00;4.4;125.0;;;;;18.4;46.3;;;;;22.0;776.0;256.0;False;2004;4
UCI_Dataset;06/04/04 10:00;2.9;107.0;;;;;19.6;41.8;;;;;14.1;470.0;182.0;False;2004;4
UCI_Dataset;06/04/04 11:00;1.6;78.0;;;;;20.2;40.1;;;;;7.6;169.0;105.0;False;2004;4
UCI_Dataset;06/04/04 12:00;2.6;91.0;;;;;20.9;36.6;;;;;14.5;304.0;136.0;False;2004;4
UCI_Dataset;06/04/04 13:00;2.9;116.0;;;;;20.4;34.7;;;;;13.6;405.0;167.0;False;2004;4
UCI_Dataset;06/04/04 14:00;2.5;131.0;;;;;19.3;35.4;;;;;11.5;297.0;166.0;False;2004;4
UCI_Dataset;06/04/04 15:00;1.9;113.0;;;;;18.6;36.9;;;;;9.2;220.0;115.0;False;2004;4
UCI_Dataset;06/04/04 16:00;1.9;98.0;;;;;18.8;36.8;;;;;10.3;226.0;109.0;False;2004;4
UCI_Dataset;06/04/04 17:00;2.7;116.0;;;;;17.5;40.6;;;;;14.0;456.0;143.0;False;2004;4
UCI_Dataset;06/04/04 18:00;3.0;120.0;;;;;16.8;44.3;;;;;15.0;470.0;159.0;False;2004;4
UCI_Dataset;06/04/04 19:00;3.3;126.0;;;;;16.3;47.7;;;;;15.1;503.0;181.0;False;2004;4
UCI_Dataset;06/04/04 20:00;3.2;126.0;;;;;15.6;50.7;;;;;14.8;459.0;178.0;False;2004;4
UCI_Dataset;06/04/04 21:00;1.8;90.0;;;;;15.7;49.4;;;;;8.5;227.0;91.0;False;2004;4
UCI_Dataset;06/04/04 22:00;1.3;81.0;;;;;15.8;48.6;;;;;5.9;152.0;76.0;False;2004;4
UCI_Dataset;06/04/04 23:00;1.1;74.0;;;;;15.7;47.0;;;;;4.8;94.0;66.0;True;2004;4
UCI_Dataset;07/04/04 00:00;0.9;67.0;;;;;15.7;45.9;;;;;4.0;93.0;56.0;True;2004;4
UCI_Dataset;07/04/04 01:00;0.7;46.0;;;;;15.6;44.9;;;;;2.3;49.0;35.0;True;2004;4
UCI_Dataset;07/04/04 02:00;0.4;30.0;;;;;15.6;44.4;;;;;1.4;30.0;21.0;True;2004;4
UCI_Dataset;07/04/04 03:00;0.3;;;;;;16.1;42.4;;;;;0.7;30.0;;True;2004;4
UCI_Dataset;07/04/04 04:00;0.3;19.0;;;;;15.7;45.4;;;;;0.7;30.0;12.0;True;2004;4
UCI_Dataset;07/04/04 05:00;0.3;32.0;;;;;15.3;50.1;;;;;0.8;32.0;22.0;True;2004;4
UCI_Dataset;07/04/04 06:00;0.8;61.0;;;;;14.2;58.6;;;;;3.6;59.0;55.0;True;2004;4
UCI_Dataset;07/04/04 07:00;2.8;111.0;;;;;14.3;58.2;;;;;12.9;277.0;152.0;False;2004;4
UCI_Dataset;07/04/04 08:00;3.1;102.0;;;;;15.0;52.0;;;;;15.7;454.0;153.0;False;2004;4
UCI_Dataset;07/04/04 09:00;2.3;116.0;;;;;13.6;61.4;;;;;8.6;211.0;152.0;False;2004;4
UCI_Dataset;07/04/04 10:00;1.6;96.0;;;;;16.1;53.1;;;;;7.4;196.0;112.0;False;2004;4
UCI_Dataset;07/04/04 11:00;1.5;97.0;;;;;16.6;44.3;;;;;6.6;110.0;119.0;False;2004;4
UCI_Dataset;07/04/04 12:00;1.6;110.0;;;;;17.4;40.3;;;;;7.8;164.0;122.0;False;2004;4
UCI_Dataset;07/04/04 13:00;1.8;103.0;;;;;18.1;42.2;;;;;9.1;151.0;115.0;False;2004;4
UCI_Dataset;07/04/04 14:00;1.4;79.0;;;;;14.4;51.8;;;;;6.1;112.0;84.0;False;2004;4
UCI_Dataset;07/04/04 15:00;1.9;104.0;;;;;10.9;76.4;;;;;7.5;117.0;146.0;False;2004;4
UCI_Dataset;07/04/04 16:00;1.2;69.0;;;;;16.4;47.7;;;;;5.9;120.0;65.0;False;2004;4
UCI_Dataset;07/04/04 17:00;2.3;96.0;;;;;18.0;37.1;;;;;12.7;251.0;120.0;False;2004;4
UCI_Dataset;07/04/04 18:00;3.3;121.0;;;;;14.7;48.7;;;;;13.5;435.0;185.0;False;2004;4
UCI_Dataset;07/04/04 19:00;3.1;129.0;;;;;11.3;71.3;;;;;14.5;345.0;157.0;False;2004;4
UCI_Dataset;07/04/04 20:00;3.3;116.0;;;;;10.0;74.0;;;;;11.0;343.0;174.0;False;2004;4
UCI_Dataset;07/04/04 21:00;1.2;71.0;;;;;9.8;71.8;;;;;3.2;62.0;62.0;True;2004;4
UCI_Dataset;07/04/04 22:00;1.3;85.0;;;;;9.3;75.2;;;;;4.3;70.0;81.0;True;2004;4
UCI_Dataset;07/04/04 23:00;1.9;101.0;;;;;9.6;76.0;;;;;7.1;114.0;118.0;False;2004;4
UCI_Dataset;08/04/04 00:00;1.4;97.0;;;;;9.3;75.0;;;;;4.8;88.0;95.0;True;2004;4
UCI_Dataset;08/04/04 01:00;1.5;89.0;;;;;9.0;76.7;;;;;5.7;95.0;84.0;False;2004;4
UCI_Dataset;08/04/04 02:00;1.1;72.0;;;;;8.2;79.6;;;;;4.1;83.0;56.0;True;2004;4
UCI_Dataset;08/04/04 03:00;0.8;;;;;;7.599999999999999;80.6;;;;;3.3;63.0;;True;2004;4
UCI_Dataset;08/04/04 04:00;;57.0;;;;;8.3;75.6;;;;;1.8;38.0;43.0;True;2004;4
UCI_Dataset;08/04/04 05:00;0.8;62.0;;;;;8.1;72.1;;;;;2.8;68.0;69.0;True;2004;4
UCI_Dataset;08/04/04 06:00;1.1;64.0;;;;;8.1;70.4;;;;;4.8;59.0;74.0;True;2004;4
UCI_Dataset;08/04/04 07:00;2.6;80.0;;;;;8.1;70.5;;;;;13.8;226.0;161.0;False;2004;4
UCI_Dataset;08/04/04 08:00;5.1;118.0;;;;;9.9;64.3;;;;;27.1;802.0;308.0;False;2004;4
UCI_Dataset;08/04/04 09:00;4.2;130.0;;;;;13.0;54.2;;;;;19.1;585.0;300.0;False;2004;4
UCI_Dataset;08/04/04 10:00;2.6;113.0;;;;;16.5;42.6;;;;;11.7;324.0;189.0;False;2004;4
UCI_Dataset;08/04/04 11:00;2.4;112.0;;;;;19.3;34.2;;;;;12.7;308.0;164.0;False;2004;4
UCI_Dataset;08/04/04 12:00;2.1;96.0;;;;;21.5;27.4;;;;;11.3;238.0;122.0;False;2004;4
UCI_Dataset;08/04/04 13:00;2.6;125.0;;;;;20.4;26.7;;;;;14.2;301.0;166.0;False;2004;4
UCI_Dataset;08/04/04 14:00;2.8;128.0;;;;;20.6;22.6;;;;;13.9;294.0;181.0;False;2004;4
UCI_Dataset;08/04/04 15:00;2.5;101.0;;;;;20.6;24.8;;;;;13.2;353.0;127.0;False;2004;4
UCI_Dataset;08/04/04 16:00;1.9;95.0;;;;;21.0;25.4;;;;;10.7;209.0;106.0;False;2004;4
UCI_Dataset;08/04/04 17:00;3.6;138.0;;;;;21.5;24.5;;;;;19.7;538.0;192.0;False;2004;4
UCI_Dataset;08/04/04 18:00;4.6;154.0;;;;;19.3;28.6;;;;;24.0;808.0;241.0;False;2004;4
UCI_Dataset;08/04/04 19:00;6.3;171.0;;;;;18.0;32.9;;;;;29.1;974.0;326.0;False;2004;4
UCI_Dataset;08/04/04 20:00;4.3;136.0;;;;;15.8;39.8;;;;;15.8;544.0;232.0;False;2004;4
UCI_Dataset;08/04/04 21:00;1.6;93.0;;;;;15.3;41.5;;;;;7.0;138.0;92.0;False;2004;4
UCI_Dataset;08/04/04 22:00;1.4;99.0;;;;;14.1;46.0;;;;;6.3;92.0;95.0;False;2004;4
UCI_Dataset;08/04/04 23:00;2.0;106.0;;;;;;;;;;;;137.0;129.0;True;2004;4
